"Dhat","inCI","Layout","MoveType"
14.7678285591228,TRUE,"structured","PermMove"
11.4262263232753,FALSE,"random","PermMove"
9.19566516540471,FALSE,"transect","PermMove"
20.9795872197273,TRUE,"structured","NoMove"
27.6095258315498,TRUE,"random","NoMove"
12.5055830176175,TRUE,"transect","NoMove"
13.3210120664856,TRUE,"structured","TempMove"
18.9468024252206,TRUE,"random","TempMove"
8.34029598299047,FALSE,"transect","TempMove"
14.9984847927058,TRUE,"structured","PermMove"
10.0665646250614,TRUE,"random","PermMove"
10.6859360159611,TRUE,"transect","PermMove"
9.34032612263221,FALSE,"structured","NoMove"
8.91695573395361,FALSE,"random","NoMove"
27.8024360124628,TRUE,"transect","NoMove"
9.37352472394067,FALSE,"structured","TempMove"
8.79888033641324,FALSE,"random","TempMove"
21.6695436924091,TRUE,"transect","TempMove"
5.66396529126539,FALSE,"structured","PermMove"
6.6252937582981,FALSE,"random","PermMove"
19.3066363304158,TRUE,"transect","PermMove"
18.0027581653649,TRUE,"structured","NoMove"
14.9288509069076,TRUE,"random","NoMove"
10.0956133399756,TRUE,"transect","NoMove"
12.9309381539077,TRUE,"structured","TempMove"
13.6988895200757,TRUE,"random","TempMove"
4.04738646840343,FALSE,"transect","TempMove"
6.81470761727163,FALSE,"structured","PermMove"
12.4482669998653,TRUE,"random","PermMove"
5.21213420091435,FALSE,"transect","PermMove"
20.9022454682569,TRUE,"structured","NoMove"
15.5809688240293,TRUE,"random","NoMove"
18.3617486841758,TRUE,"transect","NoMove"
12.7129371029305,TRUE,"structured","TempMove"
11.0934250700241,FALSE,"random","TempMove"
10.5891283372471,FALSE,"transect","TempMove"
11.1312451618207,TRUE,"structured","PermMove"
12.6240702724922,TRUE,"random","PermMove"
12.2762229723328,TRUE,"transect","PermMove"
18.5682530859109,TRUE,"structured","NoMove"
14.9289616962638,TRUE,"random","NoMove"
13.8416282901925,TRUE,"transect","NoMove"
14.2224062089927,TRUE,"structured","TempMove"
9.62937864709423,FALSE,"random","TempMove"
8.59699147995944,FALSE,"transect","TempMove"
12.78333311664,TRUE,"structured","PermMove"
12.7561408357099,TRUE,"random","PermMove"
11.8968100553848,TRUE,"transect","PermMove"
17.1095374190287,TRUE,"structured","NoMove"
17.5088539172342,TRUE,"random","NoMove"
11.0736391903252,FALSE,"transect","NoMove"
9.90508133368265,FALSE,"structured","TempMove"
8.52309858196031,FALSE,"random","TempMove"
1.49307623951105,FALSE,"transect","TempMove"
11.6089941033847,TRUE,"structured","PermMove"
5.36811675911979,FALSE,"random","PermMove"
5.61444725569357,FALSE,"transect","PermMove"
13.0964304345605,TRUE,"structured","NoMove"
16.739797834338,TRUE,"random","NoMove"
